nombre,precio_venta,precio_original,descuento_pct,marca,categoria,enlace,imagen
Perfume 212 Men (100Ml) De Carolina Herrera,110999,499900,77,,belleza,https://www.exito.com/perfume-212-men-100ml-de-carolina-herrera-100114188-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23651562-300-auto/perfume-212-men-100ml-de-carolina-herrera.jpg?v=638566769406430000
Protector labial NIVEA fruity shine cereza (4.7  gr),5825,,,"(Gr a $ 5.825,00)",belleza,https://www.exito.com/protector-labial-sabor-cereza-x-1-und-346875/p,https://d3ez54m90carx6.cloudfront.net/SELLOS-TEMÁTICOS-15cgy2hml59z3mb.png
Perfume Sauvage Dior 100Ml Edp,116223,209900,44,,belleza,https://www.exito.com/perfume-sauvage-dior-100ml-edp-104557563-mp/p,https://exitocol.vtexassets.com/arquivos/ids/28985370-300-auto/perfume-sauvage-dior-100ml-edp.jpg?v=638869357725300000
The Ordinary Glycolic Acid 7% Toning Solution Acido Glicolico Exfoliante Ligero,153639,256000,39,,belleza,https://www.exito.com/the-ordinary-glycolic-acid-7-toning-solution-acido-glicolico-exfoliante-ligero-101646306-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23605746-300-auto/the-ordinary-glycolic-acid-7-toning-solution-acido-glicolico-exfoliante-ligero.jpg?v=638563996366300000
Perfume Dolce & Gabbana Light Blue Mujer 100 Ml,182414,229900,20,,belleza,https://www.exito.com/perfume-dolce-gabbana-light-blue-mujer-100-ml-100113177-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23643200-300-auto/perfume-dolce-gabbana-light-blue-mujer-100-ml.jpg?v=638566625475600000
Brillo labial NIVEA fruity shine blackberry (4.8  gr),5525,,,"(Gr a $ 5.525,00)",belleza,https://www.exito.com/protector-de-labios-mora-878256/p,https://d3ez54m90carx6.cloudfront.net/SELLOS-TEMÁTICOS-15cgy2hml59z3mb.png
Serum antiarrugas NEUTROGENA retinol boost (30  ml),5040,,,"(Ml a $ 5.040,00)",belleza,https://www.exito.com/serum-neutrogena-antiarrugas-retinol-boost-30-ml-3243273/p,https://d3ez54m90carx6.cloudfront.net/cucarda-Nuevo_exito-dowpolj7nna7n.png
Perfume 212 Vip Rose De Carolina Herrera Para Mujer 2.7 Oz,157226,499900,68,,belleza,https://www.exito.com/perfume-212-vip-rose-de-carolina-herrera-para-mujer-27-oz-100131962-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23652402-300-auto/perfume-212-vip-rose-de-carolina-herrera-para-mujer-27-oz.jpg?v=638566784631330000
Perfume 212 Men Nyc Hombre 100Ml 3.4Oz,104620,4999000,97,,belleza,https://www.exito.com/perfume-212-men-nyc-hombre-100ml-34oz-100942833-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23602649-300-auto/perfume-212-men-nyc-hombre-100ml-34oz.jpg?v=638563958752330000
Perfume Armaf Club De Nuit Intense Man Hombre Locion 105Ml,178905,209900,14,,belleza,https://www.exito.com/perfume-armaf-club-de-nuit-intense-man-hombre-locion-105ml-100850546-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23602302-300-auto/perfume-armaf-club-de-nuit-intense-man-hombre-locion-105ml.jpg?v=638563955996100000
The Ordinary. Ácido Glicólico 7% Toning Solution Exofiliante,154415,230000,32,,belleza,https://www.exito.com/the-ordinary-acido-glicolico-7-toning-solution-exofiliante-101305603-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23582841-300-auto/the-ordinary-acido-glicolico-7-toning-solution-exofiliante.jpg?v=638563112628600000
The Ordinary Ácido Azelaico Crema Facial Antimanchas,100671,138000,27,,belleza,https://www.exito.com/the-ordinary-acido-azelaico-crema-facial-antimanchas-101424699-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23585057-300-auto/the-ordinary-acido-azelaico-crema-facial-antimanchas.jpg?v=638563126300570000
Perfume Carolina Herrera 212 Vip Black Hombre 100Ml 3.4Oz Locion Own The Party,137608,399900,65,,belleza,https://www.exito.com/perfume-carolina-herrera-212-vip-negro-edp-spray-34-oz-100485128-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23602864-300-auto/perfume-carolina-herrera-212-vip-black-hombre-100ml-34oz-locion-own-the-party.jpg?v=638563961483230000
Perfume Para Hombre Acqua Di Gio 100Ml De Giorgio Armani,128658,209900,38,,belleza,https://www.exito.com/perfume-para-hombre-acqua-di-gio-100ml-de-giorgio-armani-100079144-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23650010-300-auto/perfume-para-hombre-acqua-di-gio-100ml-de-giorgio-armani.jpg?v=638566750351800000
Perfume Jean Paul Gaultier Le Male Le Parfum Para Hombre De 200Ml,389898,499900,22,,belleza,https://www.exito.com/perfume-jean-paul-gaultier-le-male-le-parfum-para-hombre-de-200ml-104557331-mp/p,https://exitocol.vtexassets.com/arquivos/ids/28984656-300-auto/perfume-jean-paul-gaultier-le-male-le-parfum-para-hombre-de-200ml.jpg?v=638869339088400000
"Crema Evil Goods Original, Crema De Sebo De Ternera Y Miel",55900,65000,14,,belleza,https://www.exito.com/crema-evil-goods-original-crema-de-sebo-de-ternera-y-miel-104840426-mp/p,https://exitocol.vtexassets.com/arquivos/ids/31937223-300-auto/crema-evil-goods-original-crema-de-sebo-de-ternera-y-miel.jpg?v=639001982196330000
The Ordinary Acido Salicílico 2% Anhydrous Solution,79814,110000,27,,belleza,https://www.exito.com/the-ordinary-acido-salicilico-2-anhydrous-solution-102039346-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23605639-300-auto/the-ordinary-acido-salicilico-2-anhydrous-solution.jpg?v=638563994947800000
Perfume Mujer Carolina Herrera Good Girl 80 Ml,170668,499900,65,,belleza,https://www.exito.com/perfume-mujer-carolina-herrera-good-girl-80-ml-100012787-mp/p,https://exitocol.vtexassets.com/arquivos/ids/23601250-300-auto/perfume-mujer-carolina-herrera-good-girl-80-ml.jpg?v=638563942067270000
Celular SAMSUNG Galaxy A36  5G 256 GB 8 GB RAM Gris  + Cargador,1039005,1999900,48,SAMSUNG,celulares,https://www.exito.com/celular-samsung-galaxy-a36-256-gb-8-gb-ram-gris-buds-core-3240980/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Samsung Galaxy A32 Reacondicionado 5G 128Gb 6Gb Ram Negro,299900,599900,50,SAMSUNG,celulares,https://www.exito.com/samsung-galaxy-a32-5g-128gb-negro-102748191-mp/p,https://exitocol.vtexassets.com/arquivos/ids/32533251-300-auto/samsung-galaxy-a32-reacondicionado-5g-128gb-6gb-ram-negro.jpg?v=639066132479100000
Celular Samsung Galaxy A32 128Gb Negro Reacondicionado,299900,599900,50,SAMSUNG,celulares,https://www.exito.com/celular-samsung-galaxy-a32-128gb-negro-reacondicionado-103249603-mp/p,https://exitocol.vtexassets.com/arquivos/ids/25917485-300-auto/celular-samsung-galaxy-a32-128gb-negro-reacondicionado.jpg?v=638705975732830000
Celular MOTOROLA Edge 60 Fusion 5G 256 GB 8 GB RAM Azul,884905,2299900,61,MOTOROLA,celulares,https://www.exito.com/celular-motorola-edge-60-fusion-256-gb-8-gb-ram-azul-3212713/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Celular MOTOROLA Edge 60 Fusion 5G 256 GB 8 GB RAM Rosa,1160003,2320006,50,MOTOROLA,celulares,https://www.exito.com/celular-motorola-edge-60-fusion-256-gb-8-gb-ram-rosa-3212705/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Celular MOTOROLA Edge 60 Fusion 5G 256 GB 8 GB RAM Verde,884905,2299900,61,MOTOROLA,celulares,https://www.exito.com/celular-motorola-edge-60-fusion-256-gb-8-gb-ram-verde-3212712/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Iphone 17 Pro Max 256Gb Plata Esim,5392900,7399900,27,APPLE,celulares,https://www.exito.com/iphone-17-pro-max-256gb-plata-esim-104768840-mp/p,https://exitocol.vtexassets.com/arquivos/ids/31306665-300-auto/iphone-17-pro-max-256gb-plata-esim.jpg?v=638961847094500000
Iphone 16 128Gb Negro,2744129,3999990,29,APPLE,celulares,https://www.exito.com/iphone-16-128gb-5g-esim-negro-103747083-mp/p,https://d3ez54m90carx6.cloudfront.net/cucarda-Black-7gsgolwjv33tk.jpg
Iphone 17 256Gb Lila Esim,3065190,5999990,47,APPLE,celulares,https://www.exito.com/iphone-17-256gb-lila-esim-104796664-mp/p,https://exitocol.vtexassets.com/arquivos/ids/31663001-300-auto/iphone-17-256gb-lila-esim.jpg?v=638981719867370000
Celular XIAOMI REDMI Note 15 512 GB 8 GB RAM Lila  + Buds 6 Play,919943,1599900,42,XIAOMI,celulares,https://www.exito.com/celular-xiaomi-redmi-note-15-512-gb-8-gb-ram-3240492/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Celular XIAOMI 15T 5G  512 GB 12 GB RAM Negro + Redmi Pad 2,2647948,4999900,47,XIAOMI,celulares,https://www.exito.com/celular-xiaomi-xiaomi-15t-5g-512-gb-12-gb-ram-negro-redmi-pad-2-3226900/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Celular SAMSUNG Galaxy A36  5G 256 GB 8 GB RAM Gris,1059655,1784900,40,SAMSUNG,celulares,https://www.exito.com/celular-samsung-galaxy-a36-256-gb-8-gb-ram-gris-3206236/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Iphone 17 256Gb Verde Esim,3094203,4899900,34,APPLE,celulares,https://www.exito.com/iphone-17-256gb-5g-verde-104792369-mp/p,https://exitocol.vtexassets.com/arquivos/ids/31476908-300-auto/iphone-17-256gb-verde-esim.jpg?v=638973036335400000
Iphone 17 256Gb Azul Neblina Esim,3097113,4699900,32,APPLE,celulares,https://www.exito.com/iphone-17-256gb-azul-neblina-esim-104776985-mp/p,https://exitocol.vtexassets.com/arquivos/ids/31476893-300-auto/iphone-17-256gb-azul-neblina-esim.jpg?v=638973035948430000
Celular MOTOROLA Moto G86 5G 256 GB 8 GB RAM Azul,873954,1899900,54,MOTOROLA,celulares,https://www.exito.com/celular-motorola-moto-g86-5g-256-gb-8-gb-ram-azul-3226188/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
Celular SAMSUNG Galaxy A36  5G 256 GB 8 GB RAM Verde  + Cargador,1039005,1999900,48,SAMSUNG,celulares,https://www.exito.com/celular-samsung-galaxy-a36-256-gb-8-gb-ram-verde-buds-core-3240982/p,https://d3ez54m90carx6.cloudfront.net/ENVIO_CIUDADES_PRINCIPALES-23mpmlq2krhdu.png
